player_id,player_name,match_id,match_name,club,Minutes,total_distance,high_intensity_distance,sprint_distance,hi_runs,sprint_runs,position,division
2299,Ryan Fosso,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,100.9034059184813,10843.08,605.97,128.38,17.0,6.0,DM,Eredivisie
2302,Makan Aiko,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,23.439401398050606,2380.74,174.79,36.98,6.0,1.0,RW,Eredivisie
2305,Luka Tunjic,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,23.112558303264986,2626.28,216.16,65.68,8.0,1.0,AM,Eredivisie
2376,Édouard Michut,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,91.422376269547,11341.86,934.97,129.65,41.0,7.0,CM,Eredivisie
2474,Justin Hubner,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,100.90152877697841,11220.25,682.19,222.86,22.0,12.0,CB,Eredivisie
40,Paul Gladon,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,100.89676410206275,10320.73,585.5600000000001,101.08,21.0,6.0,CF,Eredivisie
654,Jasper Dahlhaus,20250808,Fortuna Sittard vs Go Ahead Eagles,Fortuna Sittard,100.89662155942189,10960.4,974.03,281.24,30.0,17.0,LB,Eredivisie
1421,Wout Coomans,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,67.43120676402768,7895.52,384.59000000000003,126.42,14.0,4.0,CB,KKD
156,Robert Klaasen,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,93.73205370976072,10889.79,659.39,37.05,30.0,2.0,DM,KKD
159,Thijme Verheijen,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,67.889185041596,8405.36,620.54,139.14,24.0,5.0,LW,KKD
1809,Ilano Silva Timas,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,93.73499888467543,12606.42,913.81,167.14,31.0,9.0,AM,KKD
1899,Stan Van Dessel,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,83.99786886410456,11824.38,744.1,158.99,33.0,5.0,CM,KKD
2037,Kanou Sy,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,46.0168255283879,5551.93,490.49,84.76,17.0,4.0,RB,KKD
2038,Mitch van Kempen,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,93.72981341802303,11805.27,711.42,173.67,27.0,6.0,LB,KKD
2039,Ilias Breugelmans,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,93.73183997050148,10168.03,634.02,167.32,23.0,4.0,RB,KKD
2040,Delano Asante,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,67.5150865491504,8502.85,843.82,208.11,33.0,7.0,RW,KKD
2041,Sven Braken,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,93.72722732720734,9383.97,555.9599999999999,35.28,30.0,1.0,CF,KKD
2042,Adriano Mansala,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,9.738135483032117,1497.92,149.71,19.49,3.0,1.0,LW,KKD
2043,Lenn-Minh Tran,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,47.7124097176625,5813.28,570.8399999999999,148.51,20.0,5.0,RB,KKD
2044,Mats Kuipers,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,26.218464761334733,3504.36,345.78,69.25,17.0,4.0,CB,KKD
2047,Marko Kleinen,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,26.305361305361306,3046.95,162.73,24.78,7.0,1.0,DM,KKD
2048,Jaël Pawirodihardjo,20250808,TOP Oss vs MVV Maastricht,MVV Maastricht,25.84403379925768,3272.63,284.7,97.91,10.0,3.0,RB,KKD
